uid,churn
u102578,0
u102674,0
u102379,0
u107178,0
u103536,0
u103508,0
u107018,0
u105233,0
u102236,0
u108723,1
u103037,0
u106771,0
u106827,0
u108827,1
u108679,1
u107183,0
u107789,0
u105557,0
u102972,0
u108774,1
u106086,0
u105098,0
u106374,0
u108293,1
u106417,0
u106524,0
u106137,0
u103711,0
u105014,0
u107782,0
u106443,0
u107994,0
u101003,0
u106664,0
u108906,1
u101093,0
u105602,0
u101074,0
u105994,0
u104168,0
u104932,0
u103558,0
u105054,0
u103752,0
u101937,0
u108753,1
u104239,0
u107825,0
u105211,0
u105474,0
u105003,0
u106743,0
u105643,0
u103135,0
u101524,0
u105589,0
u103440,0
u101136,0
u104051,0
u108814,1
u107540,0
u103278,0
u101034,0
u107719,0
u106796,0
u105946,0
u108132,1
u102289,0
u103205,0
u107463,0
u102593,0
u105192,0
u106893,0
u107550,0
u108884,1
u105010,0
u103678,0
u104781,0
u105333,0
u105182,0
u104945,0
u101997,0
u105874,0
u107301,0
u108994,1
u106490,0
u103712,0
u103780,0
u108500,1
u102747,0
u102252,0
u103997,0
u102548,0
u106388,0
u107768,0
u102220,0
u108377,1
u107386,0
u107446,0
u106015,0
u103954,0
u106081,0
u106356,0
u108494,1
u107312,0
u105753,0
u102332,0
u106278,0
u108102,1
u105097,0
u107300,0
u101765,0
u106739,0
u107126,0
u107488,0
u104273,0
u102446,0
u108335,1
u106375,0
u106148,0
u102290,0
u105856,0
u108225,1
u102906,0
u103315,0
u101653,0
u101636,0
u107167,0
u101988,0
u105488,0
u102517,0
u103818,0
u108367,1
u105727,0
u103022,0
u106757,0
u106142,0
u105156,0
u102448,0
u103348,0
u102123,0
u108852,1
u103724,0
u104387,0
u107496,0
u108115,1
u108850,1
u102822,0
u104895,0
u104275,0
u105175,0
u101932,0
u103973,0
u104089,0
u107358,0
u107845,0
u107278,0
u102596,0
u106686,0
u108270,1
u104179,0
u104430,0
u107211,0
u103839,0
u105070,0
u104217,0
u101655,0
u103099,0
u106331,0
u105921,0
u108829,1
u108920,1
u107561,0
u103404,0
u104646,0
u101113,0
u105250,0
u107452,0
u102628,0
u106744,0
u105226,0
u104084,0
u101087,0
u108248,1
u104723,0
u102328,0
u104222,0
u106572,0
u106265,0
u101106,0
u107613,0
u103871,0
u108954,1
u101871,0
u103391,0
u102512,0
u108043,1
u105882,0
u105208,0
u105306,0
u108759,1
u107826,0
u108815,1
u103309,0
u106789,0
u106801,0
u105846,0
u104198,0
u108717,1
u105651,0
u107492,0
u102450,0
u104701,0
u103764,0
u101067,0
u102703,0
u105004,0
u102158,0
u108593,1
u106790,0
u107453,0
u105950,0
u102025,0
u108215,1
u108887,1
u106592,0
u108676,1
u102017,0
u103172,0
u102000,0
u106228,0
u104039,0
u105205,0
u107674,0
u105334,0
u106797,0
u106909,0
u106586,0
u103070,0
u102811,0
u106238,0
u107151,0
u105512,0
u102237,0
u101766,0
u106232,0
u106787,0
u103271,0
u105612,0
u102782,0
u101009,0
u105065,0
u106129,0
u106369,0
u102172,0
u101693,0
u108364,1
u103822,0
u101601,0
u101002,0
u103027,0
u102203,0
u102388,0
u108711,1
u105915,0
u106648,0
u107628,0
u105064,0
u101149,0
u102270,0
u102142,0
u108615,1
u108277,1
u101720,0
u101006,0
u102622,0
u105801,0
u107952,0
u105220,0
u102974,0
u106018,0
u103359,0
u101125,0
u106118,0
u108841,1
u105830,0
u102148,0
u107263,0
u102764,0
u102741,0
u103538,0
u101631,0
u105592,0
u101428,0
u108787,1
u101495,0
u106211,0
u108586,1
u101632,0
u102093,0
u102877,0
u105638,0
u102776,0
u101905,0
u106988,0
u107677,0
u108798,1
u108493,1
u103749,0
u104672,0
u103212,0
u105968,0
u108401,1
u104292,0
u108763,1
u105736,0
u103628,0
u102654,0
u105893,0
u103579,0
u104915,0
u106811,0
u104317,0
u106654,0
u105492,0
u101176,0
u108524,1
u106133,0
u102405,0
u104280,0
u102680,0
u105060,0
u103955,0
u106150,0
u104492,0
u104636,0
u104027,0
u102986,0
u101916,0
u104825,0
u108562,1
u104862,0
u102449,0
u105302,0
u104931,0
u104194,0
u108620,1
u104814,0
u103132,0
u104343,0
u105413,0
u101025,0
u108429,1
u105545,0
u103585,0
u108451,1
u105807,0
u103501,0
u102783,0
u105556,0
u106591,0
u106403,0
u107873,0
u103580,0
u103267,0
u101829,0
u104228,0
u101047,0
u108976,1
u107534,0
u107776,0
u104156,0
u106337,0
u103725,0
u102754,0
u105860,0
u103433,0
u101197,0
u102271,0
u101846,0
u103959,0
u101381,0
u108112,1
u101131,0
u105960,0
u107286,0
u102721,0
u103219,0
u103251,0
u106419,0
u101770,0
u101174,0
u107314,0
u102477,0
u104018,0
u107484,0
u104126,0
u108511,1
u106961,0
u107834,0
u101886,0
u106672,0
u104813,0
u106492,0
u104328,0
u107499,0
u102689,0
u105204,0
u104988,0
u106534,0
u104310,0
u103697,0
u106857,0
u104542,0
u106188,0
u104164,0
u107075,0
u101899,0
u102976,0
u106576,0
u107866,0
u106277,0
u104664,0
u108844,1
u108318,1
u108423,1
u102707,0
u102492,0
u106920,0
u107036,0
u108506,1
u102951,0
u108760,1
u103577,0
u107416,0
u101800,0
u101546,0
u104442,0
u108574,1
u103105,0
u101217,0
u108251,1
u103532,0
u107541,0
u104806,0
u107589,0
u102368,0
u106869,0
u105292,0
u105403,0
u101774,0
u101268,0
u101337,0
u107832,0
u107817,0
u103093,0
u103337,0
u101109,0
u106119,0
u103910,0
u103101,0
u106705,0
u104708,0
u101286,0
u108175,1
u106918,0
u104982,0
u103753,0
u106599,0
u101387,0
u104148,0
u108611,1
u104857,0
u103922,0
u104878,0
u102521,0
u102267,0
u107748,0
u108768,1
u102765,0
u103567,0
u108505,1
u106563,0
u105416,0
u101478,0
u106146,0
u106760,0
u108283,1
u103772,0
u104853,0
u103546,0
u102471,0
u106107,0
u106035,0
u104483,0
u107581,0
u101661,0
u108598,1
u106332,0
u101568,0
u105808,0
u103227,0
u105036,0
u101843,0
u101864,0
u102570,0
u107139,0
u101532,0
u102717,0
u103790,0
u105732,0
u102936,0
u103986,0
u107913,0
u104951,0
u108585,1
u106952,0
u103866,0
u105142,0
u101559,0
u102091,0
u105040,0
u102247,0
u104715,0
u104059,0
u104588,0
u106646,0
u105461,0
u107977,0
u103168,0
u107880,0
u106791,0
u108776,1
u103883,0
u107792,0
u104969,0
u104962,0
u102464,0
u108409,1
u102370,0
u101610,0
u103169,0
u104617,0
u107559,0
u106216,0
u105395,0
u103330,0
u106905,0
u103969,0
u104477,0
u106000,0
u104009,0
u105118,0
u103071,0
u102982,0
u106901,0
u106360,0
u104971,0
u103215,0
u101401,0
u106695,0
u107051,0
u108171,1
u107067,0
u102419,0
u103523,0
u107554,0
u108504,1
u103741,0
u105924,0
u103683,0
u103375,0
u104936,0
u105458,0
u104455,0
u104047,0
u102363,0
u106855,0
u107593,0
u107471,0
u107531,0
u107439,0
u101836,0
u106858,0
u103668,0
u104626,0
u105463,0
u103625,0
u105359,0
u104421,0
u101682,0
u103892,0
u102722,0
u101716,0
u104336,0
u107965,0
u103655,0
u108286,1
u105917,0
u102572,0
u104197,0
u107848,0
u102889,0
u103908,0
u108918,1
u108550,1
u105149,0
u103717,0
u108803,1
u107233,0
u107509,0
u103069,0
u103679,0
u102762,0
u102443,0
u104600,0
u102340,0
u108953,1
u102600,0
u104937,0
u104623,0
u108861,1
u108067,1
u106932,0
u105268,0
u108497,1
u101020,0
u101280,0
u102349,0
u106779,0
u105725,0
u101414,0
u107695,0
u107458,0
u108178,1
u104956,0
u106078,0
u101602,0
u101324,0
u102607,0
u102872,0
u103836,0
u104441,0
u107981,0
u105637,0
u108509,1
u106947,0
u106718,0
u102413,0
u106048,0
u108489,1
u107876,0
u104349,0
u108416,1
u104323,0
u107527,0
u104288,0
u102737,0
u104779,0
u106663,0
u107709,0
u103345,0
u108243,1
u102676,0
u106005,0
u101343,0
u102918,0
u108507,1
u108893,1
u107707,0
u107198,0
u108508,1
u107785,0
u108099,1
u104281,0
u105720,0
u108613,1
u107849,0
u101702,0
u107754,0
u101315,0
u107686,0
u108446,1
u101683,0
u104530,0
u106736,0
u106446,0
u104256,0
u108295,1
u108379,1
u105076,0
u105263,0
u107165,0
u101340,0
u107232,0
u102588,0
u106571,0
u103478,0
u105342,0
u108200,1
u107956,0
u104166,0
u101158,0
u108201,1
u103186,0
u101275,0
u101079,0
u105144,0
u101277,0
u108150,1
u101511,0
u104496,0
u106965,0
u101885,0
u108041,1
u108637,1
u108526,1
u105375,0
u104313,0
u104887,0
u103249,0
u101968,0
u107040,0
u108477,1
u107202,0
u105832,0
u103984,0
u101925,0
u101075,0
u105018,0
u101397,0
u103962,0
u107135,0
u107691,0
u103189,0
u107546,0
u107224,0
u106935,0
u108641,1
u102191,0
u106726,0
u106198,0
u107539,0
u107381,0
u106753,0
u103793,0
u102970,0
u107180,0
u103381,0
u107142,0
u105914,0
u102062,0
u105847,0
u103961,0
u105161,0
u106075,0
u101132,0
u102336,0
u103614,0
u104038,0
u103173,0
u106508,0
u103005,0
u102054,0
u106308,0
u103535,0
u108634,1
u103514,0
u105765,0
u107816,0
u107118,0
u103368,0
u104357,0
u107076,0
u103004,0
u105692,0
u103281,0
u104265,0
u105902,0
u102987,0
u107257,0
u105719,0
u104187,0
u108645,1
u107574,0
u102056,0
u104559,0
u101126,0
u105668,0
u108122,1
u106243,0
u106742,0
u103418,0
u101703,0
u104475,0
u105278,0
u108582,1
u102283,0
u101801,0
u105379,0
u102738,0
u107692,0
u101147,0
u103297,0
u101306,0
u106096,0
u108000,1
u108649,1
u105286,0
u106183,0
u105381,0
u107420,0
u107415,0
u104533,0
u108988,1
u101819,0
u108463,1
u108253,1
u103388,0
u101393,0
u101879,0
u102763,0
u104845,0
u108533,1
u105827,0
u108359,1
u103610,0
u105802,0
u107565,0
u106775,0
u104753,0
u103187,0
u105929,0
u105887,0
u101856,0
u103917,0
u103584,0
u105664,0
u106325,0
u105851,0
u105129,0
u106725,0
u102489,0
u107187,0
u108393,1
u108746,1
u104235,0
u103202,0
u106671,0
u104398,0
u108843,1
u103165,0
u108196,1
u105470,0
u104881,0
u105418,0
u101547,0
u107267,0
u103379,0
u107037,0
u108233,1
u107476,0
u108065,1
u106633,0
u101156,0
u107588,0
u104339,0
u106551,0
u102744,0
u107089,0
u101508,0
u107254,0
u108926,1
u106064,0
u102831,0
u102775,0
u106127,0
u105137,0
u103980,0
u102193,0
u105426,0
u108131,1
u103061,0
u103505,0
u101827,0
u101943,0
u107459,0
u105780,0
u108567,1
u105718,0
u104627,0
u107720,0
u105287,0
u103868,0
u103869,0
u104543,0
u104260,0
u101549,0
u104144,0
u106538,0
u107298,0
u101169,0
u107465,0
u107130,0
u102856,0
u104136,0
u108677,1
u101878,0
u103857,0
u103483,0
u105726,0
u103492,0
u101831,0
u102063,0
u105693,0
u102907,0
u106057,0
u106464,0
u104013,0
u102544,0
u107823,0
u104023,0
u107745,0
u104966,0
u106665,0
u106237,0
u103729,0
u108300,1
u102694,0
u106255,0
u108448,1
u103428,0
u104745,0
u102083,0
u108838,1
u106731,0
u101179,0
u101375,0
u108824,1
u107833,0
u106076,0
u106579,0
u102652,0
u106262,0
u105660,0
u105396,0
u102704,0
u105696,0
u107500,0
u105563,0
u103504,0
u103384,0
u108981,1
u101753,0
u102861,0
u101745,0
u107941,0
u104877,0
u107623,0
u101734,0
u104574,0
u101984,0
u105079,0
u101446,0
u107951,0
u101605,0
u107809,0
u101573,0
u107522,0
u101143,0
u103378,0
u105673,0
u107881,0
u101203,0
u102101,0
u107404,0
u108985,1
u105731,0
u108229,1
u103691,0
u107626,0
u105594,0
u102485,0
u104286,0
u107419,0
u102631,0
u102690,0
u105400,0
u104799,0
u106180,0
u101212,0
u105078,0
u101036,0
u106105,0
u103204,0
u107578,0
u102770,0
u104474,0
u101409,0
u104223,0
u108547,1
u105181,0
u102739,0
u104524,0
u108747,1
u102107,0
u101994,0
u102217,0
u102846,0
u104468,0
u102926,0
u103286,0
u105468,0
u106213,0
u104644,0
u108461,1
u106959,0
u107793,0
u104335,0
u107778,0
u104575,0
u107000,0
u101207,0
u108470,1
u101202,0
u103541,0
u105150,0
u105355,0
u106411,0
u102473,0
u101120,0
u107537,0
u106903,0
u108538,1
u105689,0
u101406,0
u108952,1
u105829,0
u106101,0
u108982,1
u104080,0
u107325,0
u102386,0
u103694,0
u103089,0
u101647,0
u101492,0
u103229,0
u101860,0
u108257,1
u105273,0
u103815,0
u107122,0
u108771,1
u104912,0
u102851,0
u108839,1
u105775,0
u104614,0
u104267,0
u108653,1
u108291,1
u102934,0
u102303,0
u103139,0
u107129,0
u103524,0
u102990,0
u102337,0
u101690,0
u106570,0
u101288,0
u107229,0
u104170,0
u103521,0
u107050,0
u103030,0
u104557,0
u108311,1
u103287,0
u104157,0
u103137,0
u104921,0
u103787,0
u106567,0
u103177,0
u105044,0
u107842,0
u101619,0
u105598,0
u106181,0
u104142,0
u106585,0
u102948,0
u102814,0
u103033,0
u105311,0
u108951,1
u107944,0
u107938,0
u108147,1
u105475,0
u108033,1
u103292,0
u104563,0
u102404,0
u105617,0
u108945,1
u105608,0
u108503,1
u108460,1
u107228,0
u104899,0
u108306,1
u106924,0
u108087,1
u105665,0
u107728,0
u106659,0
u103032,0
u108127,1
u104655,0
u103936,0
u106395,0
u108646,1
u105164,0
u102758,0
u105714,0
u107868,0
u105569,0
u107746,0
u108655,1
u107909,0
u106600,0
u106189,0
u105837,0
u102438,0
u102801,0
u107735,0
u108629,1
u101005,0
u101379,0
u103675,0
u101771,0
u108169,1
u104307,0
u101772,0
u101611,0
u106619,0
u106256,0
u108262,1
u101708,0
u107811,0
u105963,0
u101712,0
u104311,0
u105493,0
u105053,0
u105114,0
u102528,0
u104486,0
u104289,0
u107738,0
u104266,0
u102968,0
u107959,0
u103722,0
u106062,0
u101114,0
u108294,1
u107954,0
u107336,0
u103737,0
u102427,0
u104176,0
u105252,0
u106186,0
u108480,1
u101853,0
u102042,0
u105496,0
u106587,0
u104422,0
u101570,0
u103301,0
u103363,0
u104965,0
u104096,0
u107497,0
u104863,0
u103860,0
u103327,0
u104099,0
u105507,0
u108933,1
u101344,0
u104535,0
u107225,0
u102733,0
u108946,1
u104828,0
u102855,0
u104839,0
u101400,0
u104285,0
u108304,1
u106193,0
u104270,0
u104929,0
u106859,0
u104186,0
u108256,1
u102592,0
u101317,0
u104651,0
u103334,0
u102115,0
u102302,0
u107844,0
u108342,1
u107924,0
u101967,0
u105288,0
u102066,0
u108934,1
u102482,0
u103213,0
u104635,0
u108834,1
u102433,0
u103809,0
u107517,0
u103573,0
u108701,1
u107663,0
u108234,1
u103929,0
u106867,0
u104229,0
u107504,0
u103499,0
u105763,0
u101952,0
u107353,0
u107387,0
u106606,0
u106203,0
u104935,0
u105883,0
u107683,0
u103460,0
u104529,0
u106479,0
u108638,1
u107493,0
u104191,0
u108264,1
u103991,0
u107091,0
u105585,0
u103449,0
u104139,0
u103688,0
u104381,0
u101290,0
u104688,0
u106039,0
u104942,0
u105974,0
u102014,0
u105957,0
u108079,1
u104169,0
u107678,0
u108284,1
u103374,0
u101995,0
u103002,0
u103053,0
u108027,1
u108882,1
u102467,0
u101411,0
u103467,0
u101696,0
u102871,0
u105404,0
u106966,0
u103561,0
u102207,0
u103977,0
u108512,1
u103423,0
u106206,0
u101154,0
u107299,0
u107863,0
u108156,1
u107400,0
u106293,0
u105652,0
u107084,0
u103435,0
u103714,0
u101118,0
u104702,0
u102113,0
u105679,0
u101224,0
u104491,0
u104883,0
u105308,0
u102441,0
u108700,1
u102406,0
u106030,0
u103144,0
u106526,0
u107566,0
u101906,0
u107851,0
u107717,0
u105553,0
u107967,0
u108592,1
u103048,0
u108804,1
u107215,0
u102141,0
u101579,0
u102214,0
u101278,0
u104808,0
u101112,0
u101419,0
u101781,0
u105051,0
u105212,0
u106212,0
u107066,0
u104212,0
u103968,0
u107929,0
u106328,0
u107306,0
u108532,1
u107571,0
u104733,0
u107323,0
u108486,1
u102516,0
u106032,0
u101048,0
u106809,0
u104768,0
u106079,0
u106382,0
u102161,0
u101942,0
u106837,0
u103898,0
u101451,0
u101664,0
u101505,0
u102724,0
u105822,0
u106874,0
u106865,0
u105139,0
u102272,0
u102150,0
u101000,0
u107019,0
u103154,0
u104037,0
u104428,0
u104068,0
u102030,0
u107533,0
u106737,0
u102979,0
u103840,0
u101138,0
u103951,0
u106291,0
u104586,0
u103421,0
u108662,1
u105153,0
u108126,1
u102640,0
u103756,0
u108366,1
u106580,0
u103825,0
u101872,0
u102024,0
u101902,0
u103693,0
u105126,0
u106346,0
u104826,0
u106286,0
u104147,0
u105903,0
u107174,0
u105769,0
u103617,0
u103222,0
u103941,0
u105349,0
u104780,0
u107442,0
u103824,0
u108278,1
u104666,0
u104320,0
u106778,0
u108875,1
u106279,0
u104019,0
u102715,0
u105849,0
u102476,0
u104606,0
u101640,0
u105642,0
u101500,0
u106875,0
u107068,0
u108772,1
u103459,0
u102255,0
u108931,1
u105938,0
u104534,0
u108937,1
u107510,0
u105745,0
u106844,0
u101809,0
u107910,0
u104133,0
u101060,0
u101891,0
u107010,0
u103987,0
u101707,0
u106156,0
u106729,0
u108159,1
u104796,0
u106151,0
u106941,0
u102898,0
u107716,0
u108520,1
u101778,0
u107684,0
u107950,0
u102036,0
u102661,0
u105409,0
u102531,0
u105550,0
u107310,0
u104567,0
u108315,1
u107616,0
u108911,1
u105716,0
u101085,0
u106333,0
u103074,0
u102848,0
u104208,0
u104363,0
u106313,0
u105814,0
u105316,0
u101151,0
u102218,0
u107955,0
u103241,0
u106919,0
u103890,0
u105218,0
u101755,0
u107710,0
u105059,0
u106806,0
u106058,0
u103576,0
u108802,1
u105277,0
u105378,0
u101725,0
u108537,1
u106209,0
u107862,0
u107483,0
u101250,0
u104667,0
u101880,0
u101370,0
u106231,0
u103686,0
u102478,0
u103290,0
u102696,0
u102785,0
u104230,0
u103103,0
u103620,0
u107316,0
u102614,0
u103751,0
u106031,0
u103566,0
u107923,0
u102442,0
u105000,0
u107715,0
u101076,0
u106352,0
u104990,0
u102678,0
u105610,0
u106507,0
u108232,1
u106816,0
u101830,0
u108778,1
u105988,0
u102397,0
u107116,0
u103799,0
u102541,0
u103560,0
u101747,0
u108942,1
u105621,0
u104797,0
u107656,0
u103556,0
u105761,0
u102162,0
u104643,0
u104523,0
u103660,0
u103277,0
u105755,0
u102410,0
u105922,0
u108481,1
u105913,0
u104521,0
u103821,0
u102560,0
u107775,0
u105666,0
u107382,0
u108124,1
u101710,0
u101448,0
u107175,0
u104485,0
u103732,0
u108742,1
u107812,0
u105406,0
u102777,0
u108652,1
u105568,0
u107908,0
u104251,0
u102804,0
u107805,0
u108464,1
u106017,0
u102145,0
u107610,0
u101119,0
u103415,0
u108314,1
u104079,0
u105052,0
u103830,0
u104696,0
u103629,0
u105373,0
u105169,0
u102518,0
u106545,0
u104254,0
u104508,0
u104642,0
u107542,0
u101416,0
u107206,0
u108831,1
u106306,0
u104064,0
u104829,0
u104304,0
u103350,0
u101107,0
u108741,1
u105049,0
u103294,0
u107765,0
u104090,0
u107480,0
u104330,0
u105603,0
u104549,0
u107469,0
u106327,0
u108307,1
u103518,0
u103191,0
u101245,0
u107087,0
u103296,0
u103574,0
u102211,0
u104950,0
u102716,0
u108546,1
u108755,1
u103882,0
u102231,0
u103800,0
u105497,0
u105200,0
u102361,0
u101516,0
u104268,0
u108894,1
u103437,0
u104429,0
u101909,0
u103059,0
u103320,0
u101999,0
u101355,0
u106342,0
u104773,0
u105421,0
u106604,0
u104020,0
u107275,0
u102385,0
u101464,0
u106116,0
u108160,1
u105190,0
u108724,1
u106685,0
u105982,0
u104340,0
u105069,0
u104470,0
u106085,0
u106378,0
u107638,0
u106113,0
u102530,0
u103255,0
u104975,0
u107498,0
u102138,0
u104792,0
u107200,0
u108561,1
u107149,0
u107986,0
u107666,0
u102609,0
u104947,0
u105779,0
u106301,0
u101599,0
u107751,0
u105742,0
u101839,0
u106849,0
u108955,1
u103209,0
u102843,0
u108060,1
u106002,0
u107962,0
u108607,1
u104209,0
u102147,0
u107734,0
u102035,0
u103243,0
u103874,0
u105090,0
u101110,0
u108683,1
u104824,0
u105708,0
u102320,0
u106658,0
u103190,0
u107405,0
u106618,0
u106264,0
u101670,0
u103502,0
u106321,0
u103615,0
u108545,1
u103989,0
u104269,0
u104473,0
u103003,0
u107781,0
u104457,0
u106359,0
u103247,0
u105972,0
u104758,0
u103590,0
u102486,0
u102233,0
u107244,0
u105555,0
u102864,0
u108191,1
u108828,1
u101728,0
u101998,0
u105504,0
u102993,0
u102791,0
u108713,1
u106962,0
u102284,0
u103380,0
u101256,0
u107322,0
u108698,1
u101680,0
u104558,0
u103461,0
u106454,0
u108672,1
u103939,0
u106533,0
u104739,0
u103925,0
u103760,0
u107883,0
u106022,0
u107272,0
u106252,0
u106077,0
u103885,0
u102759,0
u108465,1
u104767,0
u108522,1
u107413,0
u108793,1
u104827,0
u106638,0
u104314,0
u108074,1
u104384,0
u103029,0
u103317,0
u108794,1
u106406,0
u108754,1
u102893,0
u103110,0
u103109,0
u105927,0
u104117,0
u107886,0
u102552,0
u104108,0
u103851,0
u106945,0
u107503,0
u108873,1
u102291,0
u104132,0
u102451,0
u103280,0
u108796,1
u101868,0
u103600,0
u108143,1
u106422,0
u106366,0
u102834,0
u107152,0
u102426,0
u104258,0
u107079,0
u108093,1
u108022,1
u102163,0
u104591,0
u108596,1
u104297,0
u108867,1
u108944,1
u106398,0
u108425,1
u108616,1
u101334,0
u103995,0
u101173,0
u103900,0
u105629,0
u108773,1
u103845,0
u103703,0
u108138,1
u106218,0
u108554,1
u101432,0
u105861,0
u103634,0
u103716,0
u101637,0
u104232,0
u101688,0
u106802,0
u103485,0
u108092,1
u104106,0
u107127,0
u108362,1
u105561,0
u104205,0
u107556,0
u101405,0
u105757,0
u106766,0
u103134,0
u104998,0
u106145,0
u104632,0
u103670,0
u105767,0
u107411,0
u105498,0
u101218,0
u104979,0
u108017,1
u101101,0
u105583,0
u102833,0
u103425,0
u104875,0
u103804,0
u105841,0
u107801,0
u102567,0
u103864,0
u101471,0
u106014,0
u101803,0
u108039,1
u101991,0
u106517,0
u103108,0
u107148,0
u108208,1
u104298,0
u106190,0
u106103,0
u105029,0
u101964,0
u102613,0
u103588,0
u102916,0
u107872,0
u104338,0
u103940,0
u108140,1
u104531,0
u103356,0
u108541,1
u106217,0
u106423,0
u105165,0
u104391,0
u106303,0
u106676,0
u103376,0
u102313,0
u106074,0
u106817,0
u103557,0
u107339,0
u107974,0
u103589,0
u101931,0
u108076,1
u107427,0
u101242,0
u107261,0
u105291,0
u101986,0
u104656,0
u104740,0
u103076,0
u103770,0
u101777,0
u106948,0
u106547,0
u107897,0
u106383,0
u105438,0
u106179,0
u102245,0
u103847,0
u101608,0
u101615,0
u104253,0
u106525,0
u107672,0
u104847,0
u107219,0
u102896,0
u108323,1
u106511,0
u107284,0
u103372,0
u108835,1
u104361,0
u105956,0
u107555,0
u103114,0
u105222,0
u102022,0
u106991,0
u107699,0
u108936,1
u105785,0
u108650,1
u103915,0
u105551,0
u101776,0
u102029,0
u108194,1
u108170,1
u108211,1
u101111,0
u104446,0
u105446,0
u101398,0
u104364,0
u104249,0
u103654,0
u103904,0
u106162,0
u101848,0
u102020,0
u101314,0
u106488,0
u102059,0
u104346,0
u106593,0
u104737,0
u104024,0
u106224,0
u108529,1
u104730,0
u103841,0
u106738,0
u101582,0
u108729,1
u103571,0
u103544,0
u101934,0
u101116,0
u101948,0
u108557,1
u104910,0
u102606,0
u106405,0
u105299,0
u107354,0
u107899,0
u101773,0
u107516,0
u108837,1
u105402,0
u105741,0
u104736,0
u106558,0
